agent_id,segment,tenure_months,monthly_contracts,retention_rate_13m,commission_rate,customer_satisfaction,cross_sell_count,complaint_count,training_hours,churned_12m,monthly_premium_10k,commission_cost_10k,cluster,cluster_segment
AG02642,Stable,3,0.5,83.5,37.2,7.1,0,0,21.7,0,129.0,48.0,1,Stable
AG02643,At-Risk,36,1.1,60.1,30.0,3.4,0,4,7.4,1,104.0,31.0,3,At-Risk
AG02644,Stable,7,4.4,73.2,42.3,8.7,2,0,17.3,0,1083.0,458.0,1,Stable
AG02645,At-Risk,23,1.1,47.9,25.3,4.7,0,2,8.9,1,173.0,44.0,3,At-Risk
AG02646,Developing,30,2.9,65.0,34.2,5.7,0,1,7.2,1,634.0,217.0,3,At-Risk
AG02647,Developing,13,3.5,65.0,33.2,5.2,1,1,9.0,0,548.0,182.0,3,At-Risk
AG02648,Developing,8,2.8,64.5,32.2,9.2,1,1,18.0,0,577.0,186.0,1,Stable
AG02649,Developing,74,2.3,60.9,36.3,7.1,0,1,2.2,0,493.0,179.0,3,At-Risk
AG02650,At-Risk,31,1.0,58.4,24.9,3.0,0,0,9.8,1,96.0,24.0,3,At-Risk
AG02651,Stable,21,6.6,82.8,34.8,6.3,2,1,9.3,0,1690.0,588.0,2,Developing
AG02652,Developing,12,5.2,69.9,38.6,6.7,0,0,14.0,0,961.0,371.0,1,Stable
AG02653,Developing,66,2.1,70.1,34.0,5.6,0,0,5.8,1,308.0,105.0,3,At-Risk
AG02654,Stable,25,7.1,85.7,37.8,8.1,1,0,11.7,0,1957.0,740.0,2,Developing
AG02655,At-Risk,99,3.5,62.4,33.2,7.6,1,1,4.0,0,577.0,192.0,2,Developing
AG02656,Stable,16,5.2,91.0,42.1,3.7,0,2,8.5,0,1100.0,463.0,1,Stable
AG02657,Stable,51,9.4,83.7,39.5,6.4,1,1,1.8,0,2179.0,861.0,2,Developing
AG02658,Stable,43,9.1,77.7,38.9,5.3,3,1,6.7,0,2495.0,971.0,2,Developing
AG02659,Stable,21,8.1,73.1,38.1,8.4,0,0,8.9,0,2098.0,799.0,2,Developing
AG02660,Developing,30,4.5,74.3,32.2,4.3,0,2,7.9,0,969.0,312.0,3,At-Risk
AG02661,Stable,77,10.7,89.6,41.6,8.1,4,1,3.2,0,3119.0,1298.0,0,Star
AG02662,Stable,6,2.8,82.2,41.5,6.2,1,0,18.1,0,779.0,323.0,1,Stable
AG02663,Stable,0,5.3,76.9,40.8,7.5,0,1,19.9,0,1172.0,478.0,1,Stable
AG02664,Stable,17,6.8,71.2,38.7,8.4,2,0,13.9,0,849.0,329.0,1,Stable
AG02665,Developing,4,2.1,75.9,30.8,5.2,0,1,17.9,1,430.0,132.0,1,Stable
AG02666,At-Risk,6,0.6,36.8,31.1,3.9,1,1,18.8,0,49.0,15.0,3,At-Risk
AG02667,Star,78,15.8,82.5,48.9,8.4,4,0,5.4,0,5346.0,2614.0,0,Star
AG02668,Stable,16,7.6,74.6,41.9,8.6,1,0,16.1,0,1958.0,820.0,1,Stable
AG02669,Stable,5,1.8,81.6,39.2,6.8,1,1,21.1,0,379.0,149.0,1,Stable
AG02670,Developing,27,3.4,77.6,34.3,8.6,1,0,12.8,0,662.0,227.0,1,Stable
AG02671,Stable,0,0.0,78.8,40.6,3.8,2,0,25.3,1,0.0,0.0,1,Stable
AG02672,Stable,8,2.3,69.0,35.2,5.5,1,0,16.1,1,712.0,251.0,1,Stable
AG02673,Stable,15,4.2,82.4,43.8,8.0,0,0,11.6,0,888.0,389.0,1,Stable
AG02674,Stable,31,6.4,71.9,40.0,9.3,2,0,5.2,0,1755.0,702.0,2,Developing
AG02675,Stable,66,11.3,87.1,32.5,7.1,5,0,3.8,0,3194.0,1038.0,0,Star
AG02676,Stable,0,2.7,78.0,43.0,5.3,0,0,22.0,1,710.0,305.0,1,Stable
AG02677,Developing,17,1.0,77.8,26.3,6.1,0,1,11.8,0,179.0,47.0,3,At-Risk
AG02678,Developing,4,2.6,63.7,31.8,6.4,0,2,17.3,0,549.0,175.0,3,At-Risk
AG02679,Stable,37,8.3,77.6,39.6,9.6,2,1,7.0,0,2177.0,862.0,2,Developing
AG02680,Developing,22,3.0,60.9,35.6,5.9,0,0,9.2,0,471.0,168.0,3,At-Risk
AG02681,At-Risk,11,1.0,46.6,29.3,5.3,0,1,13.7,1,121.0,35.0,3,At-Risk
AG02682,Stable,5,3.9,83.4,37.0,7.6,0,0,18.6,0,671.0,248.0,1,Stable
AG02683,Stable,31,4.7,81.5,37.5,6.0,2,0,7.3,0,1187.0,445.0,2,Developing
AG02684,Stable,14,3.7,85.8,39.9,7.1,1,1,10.3,0,924.0,369.0,1,Stable
AG02685,Developing,40,4.4,75.6,32.1,8.3,1,2,4.2,0,894.0,287.0,2,Developing
AG02686,Stable,23,6.3,79.9,36.3,8.2,4,0,10.7,0,1823.0,662.0,2,Developing
AG02687,Developing,12,1.8,77.3,33.1,6.2,0,1,14.0,0,308.0,102.0,1,Stable
AG02688,Stable,60,3.9,81.0,38.8,5.8,2,0,0.0,1,1115.0,433.0,2,Developing
AG02689,Stable,31,6.6,78.3,37.6,8.0,0,0,8.9,0,1524.0,573.0,2,Developing
AG02690,At-Risk,41,2.7,57.9,36.5,5.4,0,4,5.5,1,256.0,93.0,3,At-Risk
AG02691,Stable,22,6.0,80.8,38.0,5.6,0,0,7.9,0,1073.0,408.0,1,Stable
AG02692,At-Risk,27,2.9,39.3,26.4,6.9,0,2,7.2,1,432.0,114.0,3,At-Risk
AG02693,At-Risk,26,0.4,40.5,29.8,5.8,0,1,9.1,1,41.0,12.0,3,At-Risk
AG02694,At-Risk,15,1.8,52.1,21.9,3.3,0,2,8.3,0,181.0,40.0,3,At-Risk
AG02695,Stable,10,4.1,87.4,36.9,5.8,2,1,16.0,0,780.0,288.0,1,Stable
AG02696,Developing,62,4.8,79.7,40.9,5.0,4,1,5.5,0,647.0,265.0,2,Developing
AG02697,Star,11,7.1,87.4,40.6,9.2,2,0,19.4,0,2660.0,1080.0,1,Stable
AG02698,Stable,3,3.6,75.6,40.7,4.9,3,0,22.0,1,1090.0,444.0,1,Stable
AG02699,At-Risk,15,0.0,58.2,29.5,5.5,0,6,11.1,1,0.0,0.0,3,At-Risk
AG02700,Developing,30,6.4,72.7,34.2,9.6,0,1,9.8,0,978.0,334.0,1,Stable
AG02701,Stable,50,7.8,83.4,40.9,6.9,1,0,5.0,0,1927.0,788.0,2,Developing
AG02702,Stable,23,7.0,75.1,40.1,7.5,0,1,8.0,0,1370.0,549.0,2,Developing
AG02703,Developing,41,6.1,58.0,27.0,4.8,0,0,6.6,0,1165.0,315.0,3,At-Risk
AG02704,Developing,64,3.2,72.5,30.4,4.6,1,2,4.3,1,595.0,181.0,3,At-Risk
AG02705,Stable,49,6.5,69.8,41.9,7.8,1,0,7.7,0,1303.0,546.0,2,Developing
AG02706,At-Risk,11,1.8,58.3,34.3,6.2,0,2,17.0,1,262.0,90.0,3,At-Risk
AG02707,Stable,54,10.6,81.2,40.0,9.7,5,0,2.7,0,2742.0,1097.0,0,Star
AG02708,Stable,52,6.4,82.0,37.1,6.5,1,0,5.0,0,1629.0,604.0,2,Developing
AG02709,Developing,9,5.7,72.2,31.6,5.5,0,3,16.4,0,1094.0,346.0,3,At-Risk
AG02710,At-Risk,7,1.7,66.3,24.1,2.8,0,2,17.4,0,242.0,58.0,3,At-Risk
AG02711,Stable,65,6.3,79.8,46.1,6.9,5,0,2.7,0,1966.0,906.0,2,Developing
AG02712,Stable,31,5.4,72.3,42.1,6.5,0,0,11.0,0,1334.0,562.0,1,Stable
AG02713,Stable,19,5.5,80.9,43.6,8.3,0,0,9.8,0,1455.0,634.0,1,Stable
AG02714,At-Risk,51,0.0,55.8,33.5,6.5,0,4,7.7,0,0.0,0.0,3,At-Risk
AG02715,Stable,1,1.5,78.9,41.1,8.3,0,0,18.3,0,373.0,153.0,1,Stable
AG02716,Stable,3,2.3,73.7,36.7,6.8,4,2,18.9,0,646.0,237.0,1,Stable
AG02717,At-Risk,47,0.3,52.1,35.7,6.1,0,3,6.4,1,34.0,12.0,3,At-Risk
AG02718,Star,30,12.5,96.0,44.9,8.8,2,0,8.6,0,4740.0,2128.0,0,Star
AG02719,Stable,1,1.8,70.8,31.0,9.3,0,2,19.7,0,569.0,176.0,1,Stable
AG02720,Stable,1,0.6,76.3,34.4,4.6,0,0,22.3,1,171.0,59.0,1,Stable
AG02721,Developing,25,3.1,77.1,30.6,5.7,1,1,5.6,0,527.0,161.0,3,At-Risk
AG02722,Stable,9,3.3,82.1,40.3,7.5,1,1,18.0,1,1069.0,431.0,1,Stable
AG02723,Stable,13,5.2,81.2,38.2,8.7,0,1,16.6,0,1405.0,537.0,1,Stable
AG02724,Stable,52,6.6,75.8,38.9,5.8,0,1,7.3,0,1257.0,489.0,2,Developing
AG02725,Developing,36,4.2,78.5,33.8,5.2,1,0,7.1,0,780.0,264.0,2,Developing
AG02726,Developing,30,3.7,75.2,32.4,5.9,0,1,6.9,0,728.0,236.0,3,At-Risk
AG02727,Stable,37,5.3,80.6,32.1,7.8,1,1,5.6,0,1161.0,373.0,2,Developing
AG02728,Stable,18,5.3,83.8,38.7,4.5,1,0,12.0,0,1488.0,576.0,1,Stable
AG02729,At-Risk,18,2.5,43.9,26.0,5.2,0,5,11.7,0,323.0,84.0,3,At-Risk
AG02730,Star,58,14.4,97.8,43.7,7.8,2,0,6.0,0,5455.0,2384.0,0,Star
AG02731,Stable,1,1.8,71.7,34.8,8.0,2,0,24.4,0,434.0,151.0,1,Stable
AG02732,Stable,33,7.9,80.1,37.2,6.1,1,0,6.6,0,1976.0,735.0,2,Developing
AG02733,Stable,4,1.7,85.0,40.7,7.8,0,0,21.8,0,373.0,152.0,1,Stable
AG02734,Stable,32,5.4,73.4,36.2,8.0,1,0,7.5,0,1642.0,594.0,2,Developing
AG02735,Stable,2,1.8,83.7,35.3,8.3,3,1,20.5,0,553.0,195.0,1,Stable
AG02736,Stable,120,10.1,88.9,43.6,8.1,5,0,3.2,0,2438.0,1063.0,0,Star
AG02737,Stable,49,7.8,79.0,42.7,7.3,1,0,5.6,0,1886.0,805.0,2,Developing
AG02738,Developing,4,1.4,64.8,35.7,7.7,0,0,18.6,0,341.0,122.0,1,Stable
AG02739,Stable,25,8.6,77.9,37.8,6.8,3,2,10.2,0,2561.0,968.0,2,Developing
AG02740,Star,117,15.4,97.3,48.7,9.1,2,0,6.5,0,5430.0,2644.0,0,Star
AG02741,Developing,12,4.4,62.9,29.2,2.9,0,0,17.4,1,745.0,218.0,3,At-Risk
AG02742,Stable,35,6.2,85.0,43.9,7.1,1,2,6.8,0,1793.0,787.0,2,Developing
AG02743,Developing,120,3.0,74.0,36.4,8.0,0,0,0.6,0,623.0,227.0,2,Developing
AG02744,Stable,36,6.8,79.0,35.7,6.1,0,0,5.1,0,1284.0,458.0,2,Developing
AG02745,Developing,8,2.1,64.0,33.0,7.8,0,1,21.1,0,415.0,137.0,1,Stable
AG02746,Stable,41,6.0,68.2,35.3,7.0,3,0,1.9,0,1653.0,584.0,2,Developing
AG02747,Stable,29,10.5,79.2,34.6,6.9,1,1,5.6,0,2820.0,976.0,2,Developing
AG02748,Stable,3,1.9,80.5,33.2,5.7,1,0,19.7,1,488.0,162.0,1,Stable
AG02749,Star,11,9.0,89.0,43.1,7.2,1,0,16.4,0,3726.0,1606.0,0,Star
AG02750,Stable,2,1.4,81.6,39.1,5.5,3,0,22.0,0,304.0,119.0,1,Stable
AG02751,Developing,6,1.0,77.4,33.3,6.0,0,0,19.0,1,183.0,61.0,1,Stable
AG02752,Developing,14,4.5,58.9,33.0,6.7,0,4,12.1,0,652.0,215.0,3,At-Risk
AG02753,Star,1,1.1,83.3,48.1,8.2,2,0,27.2,0,345.0,166.0,1,Stable
AG02754,At-Risk,25,0.1,51.5,30.9,1.0,0,7,6.9,1,12.0,4.0,3,At-Risk
AG02755,Developing,7,1.9,72.1,25.1,6.8,0,1,15.5,0,413.0,104.0,3,At-Risk
AG02756,At-Risk,24,3.8,60.2,35.3,5.1,1,2,12.5,0,462.0,163.0,3,At-Risk
AG02757,Developing,35,3.4,71.8,33.7,8.2,1,1,4.0,0,635.0,214.0,2,Developing
AG02758,Developing,23,2.4,68.3,32.5,2.5,0,1,10.4,1,394.0,128.0,3,At-Risk
AG02759,Stable,26,6.4,75.2,36.1,5.9,1,0,11.9,0,1395.0,504.0,1,Stable
AG02760,Developing,5,3.9,62.9,34.8,7.4,1,1,13.0,0,609.0,212.0,1,Stable
AG02761,At-Risk,120,0.0,61.9,33.9,3.6,1,1,1.5,1,0.0,0.0,3,At-Risk
AG02762,Stable,11,3.4,77.6,34.2,2.8,2,0,16.5,1,455.0,156.0,1,Stable
AG02763,Stable,9,4.2,83.7,39.5,6.9,0,3,15.2,0,947.0,374.0,1,Stable
AG02764,Star,67,15.4,91.2,50.9,7.6,5,0,6.3,0,4405.0,2242.0,0,Star
AG02765,At-Risk,40,0.8,57.1,32.8,7.8,0,3,6.2,0,105.0,34.0,3,At-Risk
AG02766,Stable,4,3.2,78.0,40.6,7.6,2,1,19.6,0,564.0,229.0,1,Stable
AG02767,Developing,1,1.0,55.2,34.2,5.6,1,1,19.6,0,187.0,64.0,3,At-Risk
AG02768,Developing,11,1.2,65.8,33.2,7.5,1,0,16.2,0,186.0,62.0,1,Stable
AG02769,At-Risk,115,0.2,60.2,25.7,3.7,1,1,2.7,1,26.0,7.0,3,At-Risk
AG02770,Stable,46,6.6,72.4,43.1,4.5,3,2,2.6,0,1516.0,653.0,2,Developing
AG02771,Developing,21,3.6,66.4,33.8,5.8,0,0,9.4,0,593.0,200.0,1,Stable
AG02772,At-Risk,0,0.0,62.2,30.4,3.5,0,1,19.2,1,0.0,0.0,3,At-Risk
AG02773,Star,12,8.0,90.1,47.2,7.8,0,1,17.6,0,2917.0,1377.0,0,Star
AG02774,Developing,10,0.0,75.6,36.5,5.5,0,1,16.2,1,0.0,0.0,1,Stable
AG02775,Stable,87,6.8,86.8,44.3,7.4,4,0,3.0,0,1803.0,799.0,2,Developing
AG02776,Developing,0,2.7,62.3,35.5,4.6,1,0,23.1,0,489.0,174.0,1,Stable
AG02777,Stable,0,3.2,75.9,35.2,7.1,0,0,22.3,0,660.0,232.0,1,Stable
AG02778,Stable,32,6.6,85.3,40.2,6.0,1,1,8.8,0,1980.0,796.0,2,Developing
AG02779,Stable,4,3.5,71.3,39.7,6.8,0,1,18.7,0,1132.0,449.0,1,Stable
AG02780,Stable,14,4.0,78.6,37.2,8.3,1,1,14.6,0,1036.0,385.0,1,Stable
AG02781,Stable,2,4.6,80.4,38.6,6.2,1,0,17.8,0,1255.0,484.0,1,Stable
AG02782,Developing,5,5.1,71.2,33.0,4.5,1,2,15.4,0,1001.0,330.0,3,At-Risk
AG02783,Stable,12,5.2,78.6,34.7,7.3,1,0,14.3,0,984.0,341.0,1,Stable
AG02784,Stable,27,10.3,73.8,37.2,7.5,0,1,9.9,0,2646.0,984.0,2,Developing
AG02785,Developing,40,3.1,62.2,40.1,6.4,1,0,5.2,0,531.0,213.0,2,Developing
AG02786,Developing,24,1.7,72.5,31.1,8.2,0,5,10.6,0,296.0,92.0,3,At-Risk
AG02787,Stable,0,1.0,65.1,39.1,6.4,0,0,22.6,0,197.0,77.0,1,Stable
AG02788,At-Risk,15,1.2,54.8,30.7,4.6,1,1,8.6,0,130.0,40.0,3,At-Risk
AG02789,Stable,5,6.9,86.0,42.7,8.2,0,0,22.9,0,1279.0,546.0,1,Stable
AG02790,Developing,5,1.0,55.0,28.7,6.1,0,0,15.7,1,183.0,53.0,3,At-Risk
AG02791,Star,18,8.5,96.6,41.9,10.0,1,0,12.6,0,2802.0,1174.0,0,Star
AG02792,Developing,40,2.8,82.5,33.6,7.1,1,0,8.1,0,447.0,150.0,1,Stable
AG02793,At-Risk,7,2.1,64.6,23.0,5.2,0,1,17.0,1,228.0,52.0,3,At-Risk
AG02794,Developing,45,5.7,69.2,32.8,7.5,1,1,3.5,0,936.0,307.0,2,Developing
AG02795,Stable,40,6.5,81.2,43.1,7.6,1,1,4.8,0,1316.0,567.0,2,Developing
AG02796,Developing,77,1.3,53.7,27.8,6.0,0,1,1.0,0,218.0,61.0,3,At-Risk
AG02797,Stable,58,6.2,86.1,42.4,6.9,1,0,2.2,0,1514.0,642.0,2,Developing
AG02798,Developing,21,6.0,65.2,30.9,7.2,1,2,11.9,0,1127.0,348.0,3,At-Risk
AG02799,Developing,6,2.2,63.3,33.3,4.5,3,0,16.6,1,492.0,164.0,1,Stable
AG02800,At-Risk,34,2.1,49.0,25.6,5.6,0,0,4.7,0,248.0,63.0,3,At-Risk
AG02801,Stable,91,10.3,85.3,42.0,9.6,3,2,0.9,0,2559.0,1075.0,2,Developing
AG02802,Star,61,16.7,92.2,47.2,7.3,5,0,6.3,0,7459.0,3521.0,0,Star
AG02803,Stable,11,4.8,82.0,38.2,8.2,1,2,13.1,0,1187.0,453.0,1,Stable
AG02804,Stable,108,7.7,79.1,38.2,5.5,3,0,1.6,0,1589.0,607.0,2,Developing
AG02805,Stable,7,3.2,81.1,35.8,6.8,1,1,17.6,0,813.0,291.0,1,Stable
AG02806,Stable,23,5.7,86.7,36.5,9.7,1,0,8.7,0,1276.0,466.0,1,Stable
AG02807,Developing,19,0.8,65.5,32.6,4.9,0,0,9.3,1,117.0,38.0,3,At-Risk
AG02808,Stable,58,5.7,80.7,42.1,6.2,2,0,2.4,0,1453.0,612.0,2,Developing
AG02809,Stable,17,3.0,88.8,41.5,7.3,1,0,14.6,0,723.0,300.0,1,Stable
AG02810,Star,39,13.9,91.0,42.6,7.8,1,0,13.3,0,4470.0,1904.0,0,Star
AG02811,At-Risk,14,0.0,53.6,31.0,2.5,0,3,13.3,1,0.0,0.0,3,At-Risk
AG02812,Developing,6,3.8,66.4,29.9,5.7,0,0,19.0,1,709.0,212.0,1,Stable
AG02813,Star,48,11.8,91.4,46.6,8.9,3,0,5.8,0,4724.0,2201.0,0,Star
AG02814,Star,22,13.0,92.1,47.9,8.1,1,0,11.8,0,4822.0,2310.0,0,Star
AG02815,Stable,48,7.0,72.6,42.2,8.4,1,1,5.6,0,1277.0,539.0,2,Developing
AG02816,Stable,22,3.7,71.5,42.5,7.9,0,1,5.3,0,831.0,353.0,1,Stable
AG02817,Stable,12,6.9,84.0,38.7,8.0,0,0,15.7,0,1866.0,722.0,1,Stable
AG02818,Stable,14,7.4,75.1,35.6,7.9,1,0,12.0,0,2083.0,742.0,1,Stable
AG02819,At-Risk,120,0.5,52.0,31.8,5.3,0,1,0.0,1,68.0,22.0,3,At-Risk
AG02820,Stable,64,6.4,90.6,40.5,7.2,1,1,4.2,0,1304.0,528.0,2,Developing
AG02821,Developing,57,2.4,66.3,34.5,5.0,1,1,6.7,1,417.0,144.0,3,At-Risk
AG02822,Star,43,12.4,93.5,49.8,8.6,4,0,7.7,0,3380.0,1683.0,0,Star
AG02823,At-Risk,5,0.7,59.8,32.7,3.2,0,0,18.8,1,71.0,23.0,3,At-Risk
AG02824,At-Risk,30,1.4,46.6,30.5,1.6,0,1,8.6,0,200.0,61.0,3,At-Risk
AG02825,Developing,20,0.4,64.5,33.2,5.4,1,2,11.2,1,70.0,23.0,3,At-Risk
AG02826,Stable,28,5.7,86.4,37.0,6.4,0,0,6.2,0,1262.0,467.0,2,Developing
AG02827,Stable,15,6.4,87.2,40.6,7.6,0,0,13.2,0,1493.0,606.0,1,Stable
AG02828,Developing,60,4.2,63.3,36.6,6.2,0,0,4.0,0,701.0,257.0,2,Developing
AG02829,Developing,41,3.6,74.9,31.8,5.7,1,0,0.2,0,759.0,241.0,2,Developing
AG02830,Stable,30,5.3,84.2,38.2,6.8,2,0,9.4,0,1558.0,595.0,2,Developing
AG02831,Stable,14,4.3,74.6,38.3,6.7,0,1,10.2,0,1151.0,441.0,1,Stable
AG02832,Stable,18,5.1,71.1,40.8,8.1,0,0,11.7,1,1030.0,420.0,1,Stable
AG02833,Developing,28,2.0,76.9,35.8,6.3,0,1,11.3,0,229.0,82.0,1,Stable
AG02834,Developing,0,2.3,65.5,28.7,6.7,0,1,21.5,0,343.0,98.0,3,At-Risk
AG02835,Developing,21,3.5,69.4,31.4,5.2,1,1,8.2,0,733.0,230.0,3,At-Risk
AG02836,Developing,40,4.5,63.2,38.8,7.0,2,0,6.9,0,952.0,369.0,2,Developing
AG02837,Stable,48,6.4,87.6,37.8,6.8,1,1,7.5,0,1718.0,649.0,2,Developing
AG02838,Stable,16,2.8,71.8,41.6,7.1,0,0,10.1,1,833.0,347.0,1,Stable
AG02839,Star,14,9.0,87.3,47.0,9.6,1,0,11.4,0,3395.0,1596.0,0,Star
AG02840,Developing,114,3.7,71.2,33.7,5.9,1,1,4.5,0,842.0,284.0,2,Developing
AG02841,Stable,5,4.0,86.4,34.2,7.5,0,0,19.9,0,1032.0,353.0,1,Stable
AG02842,Stable,18,6.4,82.7,39.7,7.0,1,2,12.2,0,1414.0,561.0,1,Stable
AG02843,Stable,18,9.0,79.0,38.5,5.4,2,0,7.8,0,2536.0,976.0,2,Developing
AG02844,Stable,31,7.1,82.0,41.8,9.3,1,0,8.7,0,1824.0,762.0,2,Developing
AG02845,Stable,26,3.5,82.0,35.0,7.2,0,0,10.8,0,842.0,295.0,1,Stable
AG02846,Stable,26,8.1,78.6,34.5,4.9,2,0,13.1,0,2296.0,792.0,2,Developing
AG02847,Star,14,8.7,85.9,49.4,9.0,0,0,15.6,0,2713.0,1340.0,0,Star
AG02848,Developing,42,7.2,71.4,31.8,6.7,0,2,5.8,0,1356.0,431.0,2,Developing
AG02849,Stable,48,9.8,87.2,42.3,8.2,3,0,0.4,0,2449.0,1036.0,2,Developing
AG02850,Stable,47,6.7,87.1,38.8,7.1,3,0,6.8,0,1695.0,658.0,2,Developing
AG02851,Stable,18,4.8,80.1,38.5,4.7,0,0,13.3,1,1355.0,522.0,1,Stable
AG02852,Developing,27,2.8,68.3,29.4,5.7,0,1,9.3,0,540.0,159.0,3,At-Risk
AG02853,Stable,8,4.3,75.8,36.4,8.1,1,0,18.7,0,994.0,362.0,1,Stable
AG02854,Developing,27,4.7,72.0,30.6,7.8,0,0,6.9,0,610.0,187.0,1,Stable
AG02855,At-Risk,27,3.5,52.1,29.4,6.5,0,2,8.1,0,402.0,118.0,3,At-Risk
AG02856,Developing,17,4.5,71.2,33.1,7.6,0,1,11.5,0,810.0,268.0,1,Stable
AG02857,Stable,100,7.7,87.2,44.9,4.7,9,1,4.5,0,1591.0,714.0,2,Developing
AG02858,Developing,9,6.3,62.5,34.5,5.2,0,2,18.0,0,1229.0,424.0,3,At-Risk
AG02859,Stable,1,1.1,67.4,38.9,4.7,1,1,21.8,1,288.0,112.0,1,Stable
AG02860,Stable,94,5.1,82.9,42.6,6.9,3,0,2.9,0,1573.0,670.0,2,Developing
AG02861,Stable,58,5.8,84.0,36.9,8.1,1,0,4.9,0,955.0,352.0,2,Developing
AG02862,Stable,4,5.3,74.1,39.7,9.4,0,2,18.3,0,1471.0,584.0,1,Stable
AG02863,Stable,16,5.4,84.1,35.7,7.0,0,0,15.0,0,1357.0,484.0,1,Stable
AG02864,Stable,5,3.7,78.3,36.2,7.7,0,0,17.3,0,851.0,308.0,1,Stable
AG02865,Stable,26,5.6,76.9,35.0,9.9,1,0,9.6,0,1264.0,442.0,1,Stable
AG02866,Stable,4,2.4,83.1,37.7,7.2,1,0,17.7,0,681.0,257.0,1,Stable
AG02867,Stable,29,5.4,74.3,42.4,7.7,1,1,9.9,0,1488.0,631.0,2,Developing
AG02868,At-Risk,11,1.6,39.1,27.8,5.7,0,1,14.4,1,226.0,63.0,3,At-Risk
AG02869,Star,79,14.4,97.0,49.1,8.1,3,1,9.9,0,6800.0,3339.0,0,Star
AG02870,Developing,18,3.9,76.5,32.7,7.1,0,2,11.2,0,651.0,213.0,1,Stable
AG02871,Stable,29,7.1,84.1,39.9,6.0,3,1,9.8,0,1499.0,598.0,2,Developing
AG02872,Star,10,7.3,83.4,44.7,8.4,0,0,16.9,0,2224.0,994.0,1,Stable
AG02873,Stable,18,3.5,69.4,37.4,9.2,0,0,10.8,0,915.0,342.0,1,Stable
AG02874,Stable,1,0.0,79.0,38.4,6.5,2,0,21.1,0,0.0,0.0,1,Stable
AG02875,Stable,9,9.0,79.1,38.7,7.5,0,1,16.4,0,2485.0,962.0,1,Stable
AG02876,Stable,25,5.3,76.9,39.2,6.4,3,0,7.6,1,994.0,390.0,2,Developing
AG02877,Stable,8,6.3,80.7,38.9,7.3,0,0,15.2,0,1728.0,672.0,1,Stable
AG02878,Stable,5,1.8,78.0,35.1,5.4,2,0,18.4,1,366.0,128.0,1,Stable
AG02879,Star,1,3.6,95.1,47.7,8.9,1,0,25.0,0,1072.0,511.0,1,Stable
AG02880,Stable,14,4.0,84.4,38.9,7.4,0,0,13.1,0,1033.0,402.0,1,Stable
AG02881,Star,60,11.7,83.6,50.2,9.0,4,0,6.3,0,2709.0,1360.0,0,Star
AG02882,Stable,37,6.2,82.7,34.3,9.0,1,0,3.6,0,1376.0,472.0,2,Developing
AG02883,Stable,102,9.6,83.0,44.0,9.5,4,2,3.3,0,2545.0,1120.0,2,Developing
AG02884,Stable,36,8.3,81.3,36.2,7.0,2,1,8.1,0,1867.0,676.0,2,Developing
AG02885,Stable,13,3.7,76.8,42.1,6.8,0,0,15.6,0,780.0,328.0,1,Stable
AG02886,Star,57,13.0,88.9,45.8,8.5,3,0,7.2,0,3977.0,1821.0,0,Star
AG02887,At-Risk,42,2.1,59.8,30.9,5.2,0,2,4.3,1,348.0,108.0,3,At-Risk
AG02888,Stable,19,3.3,77.9,31.5,4.4,0,0,10.4,1,864.0,272.0,1,Stable
AG02889,Stable,120,8.0,82.1,48.0,9.9,2,0,2.4,0,2035.0,977.0,2,Developing
AG02890,Stable,91,8.1,79.8,36.9,7.3,3,2,2.4,0,2275.0,839.0,2,Developing
AG02891,At-Risk,3,0.8,63.1,31.3,2.8,0,3,18.0,1,111.0,35.0,3,At-Risk
AG02892,Developing,94,4.7,69.4,34.9,8.2,1,0,0.0,0,834.0,291.0,2,Developing
AG02893,Developing,24,2.6,79.6,29.3,5.4,0,0,8.2,0,554.0,162.0,1,Stable
AG02894,At-Risk,30,0.7,62.0,31.4,4.1,0,0,7.2,1,92.0,29.0,3,At-Risk
AG02895,Star,42,8.0,94.9,47.9,6.8,2,0,9.1,1,3074.0,1472.0,0,Star
AG02896,At-Risk,5,0.0,59.9,26.5,4.8,0,4,17.4,1,0.0,0.0,3,At-Risk
AG02897,Stable,22,5.9,85.1,35.3,8.3,1,0,9.5,0,1358.0,479.0,1,Stable
AG02898,Developing,5,3.2,71.0,30.0,5.5,1,1,18.5,0,702.0,211.0,1,Stable
AG02899,Stable,16,3.4,79.7,39.6,7.9,2,0,15.4,0,657.0,260.0,1,Stable
AG02900,Stable,3,3.1,80.0,40.0,9.4,1,0,19.3,0,854.0,342.0,1,Stable
AG02901,At-Risk,18,2.0,61.1,33.7,3.2,0,3,8.3,1,229.0,77.0,3,At-Risk
AG02902,Stable,6,1.0,71.5,37.4,7.0,2,0,16.2,0,304.0,114.0,1,Stable
AG02903,At-Risk,21,1.0,60.1,31.5,6.2,1,2,14.0,1,125.0,39.0,3,At-Risk
AG02904,Stable,31,9.2,84.5,42.0,6.1,1,1,10.4,0,2101.0,882.0,2,Developing
AG02905,Developing,85,5.0,82.4,30.9,7.4,1,0,4.5,0,934.0,289.0,2,Developing
AG02906,At-Risk,27,0.0,59.6,30.7,3.3,0,2,9.9,0,0.0,0.0,3,At-Risk
AG02907,Star,32,12.6,90.8,45.5,8.8,3,0,11.7,0,3679.0,1674.0,0,Star
